rank,slug,title,devpost_url,stage,leverage,execution,impact,creativity,aggregate,confidence,webmcp_verification,adjudication,screenshot
1221,eevee-mcp,EEVEE MCP,https://devpost.com/software/eevee-mcp,S2,8.5,5.5,8.5,9.0,31.5,0.855,VIDEO_VERIFIED,,screenshots/eevee-mcp.png
1222,prsim,PRSIM,https://devpost.com/software/prsim,S2,8.0,8.5,7.0,8.0,31.5,0.865,CLAIM_ONLY,,screenshots/prsim.png
1223,clideck-mcp-network-evidence-workbench,CliDeck MCP — Network Evidence Workbench,https://devpost.com/software/clideck-mcp-network-evidence-workbench,S1,8.0,8.0,8.0,7.5,31.5,0.82,UNVERIFIED,,screenshots/clideck-mcp-network-evidence-workbench.png
1224,sightline-lxuw25,Sightline,https://devpost.com/software/sightline-lxuw25,S2,8.0,8.0,8.0,7.5,31.5,0.815,VERIFIED_RUNTIME,,screenshots/sightline-lxuw25.png
1225,adamastor,Adamastor,https://devpost.com/software/adamastor,S2,8.0,8.0,7.5,8.0,31.5,0.835,VERIFIED_RUNTIME,,screenshots/adamastor.png
1226,brief-research-with-your-agent,Brief — Research with your agent,https://devpost.com/software/brief-research-with-your-agent,S2,8.0,8.0,7.5,8.0,31.5,0.845,VERIFIED_RUNTIME,,screenshots/brief-research-with-your-agent.png
1227,finalpick,FinalPick,https://devpost.com/software/finalpick,S2,8.0,8.0,7.5,8.0,31.5,0.895,VERIFIED_RUNTIME,,screenshots/finalpick.png
1228,living-memory-launcher,Living Memory Launcher,https://devpost.com/software/living-memory-launcher,S2,8.0,8.0,7.5,8.0,31.5,0.795,VERIFIED_RUNTIME,,screenshots/living-memory-launcher.png
1229,cookup,CookUp,https://devpost.com/software/cookup,S2,8.0,8.0,7.0,8.5,31.5,0.86,VERIFIED_RUNTIME,,screenshots/cookup.png
1230,matched-p98xai,MATCHED?,https://devpost.com/software/matched-p98xai,S2,8.0,8.0,6.5,9.0,31.5,0.855,VERIFIED_RUNTIME,,screenshots/matched-p98xai.png
1231,tulip-trips-a-webmcp-trip-planner,Tulip Trips — a WebMCP Trip Planner,https://devpost.com/software/tulip-trips-a-webmcp-trip-planner,S2,8.0,7.5,7.0,9.0,31.5,0.825,VERIFIED_RUNTIME,,screenshots/tulip-trips-a-webmcp-trip-planner.png
1232,keepsake-avpueo,Keepsake,https://devpost.com/software/keepsake-avpueo,S2,8.0,7.0,8.5,8.0,31.5,0.86,VERIFIED_RUNTIME,,screenshots/keepsake-avpueo.png
1233,zipcheckup-agent,ZipCheckup Agent,https://devpost.com/software/zipcheckup-agent,S1,8.0,7.0,8.5,8.0,31.5,0.79,UNVERIFIED,,screenshots/zipcheckup-agent.png
1234,accessbridge-sgax1w,AccessBridge,https://devpost.com/software/accessbridge-sgax1w,S1,8.0,6.5,9.0,8.0,31.5,0.725,UNVERIFIED,,screenshots/accessbridge-sgax1w.png
1235,openact,OpenAct,https://devpost.com/software/openact,S1,8.0,6.5,9.0,8.0,31.5,0.695,UNVERIFIED,,screenshots/openact.png
1236,dayshift,DayShift,https://devpost.com/software/dayshift,S1,9.0,6.0,8.0,8.0,31.0,0.68,UNVERIFIED,,screenshots/dayshift.png
1237,flow-9cmox5,FLow,https://devpost.com/software/flow-9cmox5,S1R,9,6,8,8,31,0.75,UNVERIFIED,,screenshots/flow-9cmox5.png
1238,lemma-ik9xmy,Lemma,https://devpost.com/software/lemma-ik9xmy,S2,9.0,6.0,8.0,8.0,31.0,0.895,VIDEO_VERIFIED,,screenshots/lemma-ik9xmy.png
1239,stack-underflow-your-ai-agent-plays-in-the-office,Stack Underflow: your AI agent plays in the office,https://devpost.com/software/stack-underflow-your-ai-agent-plays-in-the-office,S2,9.0,6.0,6.0,10.0,31.0,0.865,VERIFIED_RUNTIME,,screenshots/stack-underflow-your-ai-agent-plays-in-the-office.png
1240,pluno-webmcp-for-anything,Pluno - WebMCP for anything,https://devpost.com/software/pluno-webmcp-for-anything,S1,9.0,5.5,8.0,8.5,31.0,0.675,UNVERIFIED,,screenshots/pluno-webmcp-for-anything.png
1241,agent-plaza-3uxnkl,Agent Plaza,https://devpost.com/software/agent-plaza-3uxnkl,S2,9.0,5.5,6.5,10.0,31.0,0.865,VERIFIED_RUNTIME,,screenshots/agent-plaza-3uxnkl.png
1242,aiweb-the-agentic-business-page,AIWeb Operating System,https://devpost.com/software/aiweb-the-agentic-business-page,S1R,9,5,8,9,31,0.68,UNVERIFIED,,screenshots/aiweb-the-agentic-business-page.png
1243,paradox-qzsn3g,Paradox,https://devpost.com/software/paradox-qzsn3g,S2,9.0,5.0,8.0,9.0,31.0,0.89,CLAIM_ONLY,,screenshots/paradox-qzsn3g.png
1244,singularity-inc,Singularity Inc,https://devpost.com/software/singularity-inc,S2,9.0,5.0,7.0,10.0,31.0,0.85,VIDEO_VERIFIED,,screenshots/singularity-inc.png
1245,tandem-ib6u78,Tandem,https://devpost.com/software/tandem-ib6u78,S2,9.0,4.5,9.0,8.5,31.0,0.89,VIDEO_VERIFIED,,screenshots/tandem-ib6u78.png
1246,nightwatch-lrpi6u,Nightwatch,https://devpost.com/software/nightwatch-lrpi6u,S2,9.0,4.5,8.5,9.0,31.0,0.87,VERIFIED_RUNTIME,,screenshots/nightwatch-lrpi6u.png
1247,atlas-mission-copilot,Atlas Mission Copilot,https://devpost.com/software/atlas-mission-copilot,S1,9.0,4.0,9.0,9.0,31.0,0.53,UNVERIFIED,,screenshots/atlas-mission-copilot.png
1248,interface-passport,Interface Passport,https://devpost.com/software/interface-passport,S2,9.0,4.0,9.0,9.0,31.0,0.89,CLAIM_ONLY,,screenshots/interface-passport.png
1249,scopeshift-evidence-lease-native-webmcp,ScopeShift: Evidence Lease — Native WebMCP,https://devpost.com/software/scopeshift-evidence-lease-native-webmcp,S2,9.0,4.0,9.0,9.0,31.0,0.895,CLAIM_ONLY,,screenshots/scopeshift-evidence-lease-native-webmcp.png
1250,thread-exyid5,THREAD,https://devpost.com/software/thread-exyid5,S2,9.0,4.0,9.0,9.0,31.0,0.875,CLAIM_ONLY,,screenshots/thread-exyid5.png
1251,ufo-web,UFO Web,https://devpost.com/software/ufo-web,S2,9.0,4.0,9.0,9.0,31.0,0.9,VIDEO_VERIFIED,mean-capped:execution,screenshots/ufo-web.png
1252,seatline-kolkata,Seatline Kolkata,https://devpost.com/software/seatline-kolkata,S2,8.5,7.5,7.0,8.0,31.0,0.855,VERIFIED_RUNTIME,mean-capped:execution,screenshots/seatline-kolkata.png
1253,nest-hunt-flats-with-your-agent,Nest — Hunt flats with your agent,https://devpost.com/software/nest-hunt-flats-with-your-agent,S1,8.5,7.0,8.0,7.5,31.0,0.795,UNVERIFIED,,screenshots/nest-hunt-flats-with-your-agent.png
1254,concierge-qf4x5b,Concierge,https://devpost.com/software/concierge-qf4x5b,S2,8.5,6.5,8.5,7.5,31.0,0.78,VERIFIED_RUNTIME,,screenshots/concierge-qf4x5b.png
1255,benchpilot-yczp9u,BenchPilot,https://devpost.com/software/benchpilot-yczp9u,S1,8.5,6.5,8.0,8.0,31.0,0.725,UNVERIFIED,,screenshots/benchpilot-yczp9u.png
1256,infratwin,InfraTwin,https://devpost.com/software/infratwin,S1,8.5,6.5,8.0,8.0,31.0,0.615,UNVERIFIED,,screenshots/infratwin.png
1257,nexusops-ls5hcn,NexusOps,https://devpost.com/software/nexusops-ls5hcn,S1,8.5,6.5,8.0,8.0,31.0,0.585,UNVERIFIED,,screenshots/nexusops-ls5hcn.png
1258,suede-agent-studio-webmcp-storefront,Suede Agent Studio WebMCP Storefront,https://devpost.com/software/suede-agent-studio-webmcp-storefront,S2,8.5,6.5,8.0,8.0,31.0,0.85,VERIFIED_RUNTIME,,screenshots/suede-agent-studio-webmcp-storefront.png
1259,video-evidence-lab,Video Evidence Lab,https://devpost.com/software/video-evidence-lab,S1,8.5,6.5,8.0,8.0,31.0,0.64,UNVERIFIED,,screenshots/video-evidence-lab.png
1260,vitals-incident-room,Vitals Incident Room,https://devpost.com/software/vitals-incident-room,S1,8.5,6.0,9.0,7.5,31.0,0.71,UNVERIFIED,,screenshots/vitals-incident-room.png
1261,repair-relay,Repair Relay,https://devpost.com/software/repair-relay,S1,8.5,6.0,8.5,8.0,31.0,0.65,UNVERIFIED,,screenshots/repair-relay.png
1262,corre-it9d3c,Corre,https://devpost.com/software/corre-it9d3c,S2,8.5,5.5,9.0,8.0,31.0,0.775,VERIFIED_RUNTIME,,screenshots/corre-it9d3c.png
1263,acorn-ud3i70,Acorn,https://devpost.com/software/acorn-ud3i70,S1R,8,8,8,7,31,0.8,UNVERIFIED,,screenshots/acorn-ud3i70.png
1264,acoustom,Acoustom,https://devpost.com/software/acoustom,S1R,8,8,8,7,31,0.83,UNVERIFIED,,screenshots/acoustom.png
1265,affogata-live-data-explorer,Affogata Benchmarks - Live Data Explorer,https://devpost.com/software/affogata-live-data-explorer,S1R,8,8,8,7,31,0.84,UNVERIFIED,,screenshots/affogata-live-data-explorer.png
1266,afterfail,afterfail,https://devpost.com/software/afterfail,S1R,8,8,8,7,31,0.84,UNVERIFIED,,screenshots/afterfail.png
1267,ausschreibungsagenten-tender-agents,ausschreibungsagenten / tender-agents,https://devpost.com/software/ausschreibungsagenten-tender-agents,S1R,8,8,8,7,31,0.82,UNVERIFIED,,screenshots/ausschreibungsagenten-tender-agents.png
1268,bluepulse,BluePulse,https://devpost.com/software/bluepulse,S1R,8,8,8,7,31,0.83,UNVERIFIED,,screenshots/bluepulse.png
1269,business-central-webmcp-factbox,Business Central WebMCP,https://devpost.com/software/business-central-webmcp-factbox,S1R,8,8,8,7,31,0.85,UNVERIFIED,,screenshots/business-central-webmcp-factbox.png
1270,campusverify-o8tpq6,CampusVerify,https://devpost.com/software/campusverify-o8tpq6,S1R,8,8,8,7,31,0.81,UNVERIFIED,,screenshots/campusverify-o8tpq6.png
1271,canceldesk,CancelDesk,https://devpost.com/software/canceldesk,S1R,8,8,8,7,31,0.85,UNVERIFIED,,screenshots/canceldesk.png
1272,cartpilot-agent-native-webmcp-store,CartPilot — Agent-Native WebMCP Store,https://devpost.com/software/cartpilot-agent-native-webmcp-store,S1R,8,8,8,7,31,0.82,UNVERIFIED,,screenshots/cartpilot-agent-native-webmcp-store.png
1273,chinamarketing-ai-labs-webmcp-geo-workbench,ChinaMarketing.AI Labs — WebMCP GEO Workbench,https://devpost.com/software/chinamarketing-ai-labs-webmcp-geo-workbench,S1R,8,8,8,7,31,0.81,UNVERIFIED,,screenshots/chinamarketing-ai-labs-webmcp-geo-workbench.png
1274,commercegov-governed-ai-commerce-via-webmcp,CommerceGov: Governed AI Commerce via WebMCP,https://devpost.com/software/commercegov-governed-ai-commerce-via-webmcp,S1R,8,8,8,7,31,0.84,UNVERIFIED,,screenshots/commercegov-governed-ai-commerce-via-webmcp.png
1275,competitor-tracker-co-webmcp,Competitor Tracker & Co. WebMCP,https://devpost.com/software/competitor-tracker-co-webmcp,S1R,8,8,8,7,31,0.81,UNVERIFIED,,screenshots/competitor-tracker-co-webmcp.png
1276,consensus-u31y6x,Consensus,https://devpost.com/software/consensus-u31y6x,S1R,8,8,8,7,31,0.82,UNVERIFIED,,screenshots/consensus-u31y6x.png
1277,cortex-g4y38i,Cortex,https://devpost.com/software/cortex-g4y38i,S1R,8,8,8,7,31,0.84,UNVERIFIED,,screenshots/cortex-g4y38i.png
1278,crisisroom-ai,CrisisRoom AI,https://devpost.com/software/crisisroom-ai,S2,8.0,8.0,8.0,7.0,31.0,0.885,VERIFIED_RUNTIME,,screenshots/crisisroom-ai.png
1279,data-canvas,Data Canvas,https://devpost.com/software/data-canvas,S1R,8,8,8,7,31,0.84,UNVERIFIED,,screenshots/data-canvas.png
1280,easy-query,Easy Query,https://devpost.com/software/easy-query,S1R,8,8,8,7,31,0.86,UNVERIFIED,,screenshots/easy-query.png
1281,figurefoundry,FigureFoundry,https://devpost.com/software/figurefoundry,S1R,8,8,8,7,31,0.83,UNVERIFIED,,screenshots/figurefoundry.png
1282,flowpulse-5deiva,FlowPulse,https://devpost.com/software/flowpulse-5deiva,S1R,8,8,8,7,31,0.81,UNVERIFIED,,screenshots/flowpulse-5deiva.png
1283,garden-center-web-mcp,Adaptive Web Experience,https://devpost.com/software/garden-center-web-mcp,S1R,8,8,8,7,31,0.8,UNVERIFIED,,screenshots/garden-center-web-mcp.png
1284,gopic-for-agents,GoPic for Agents,https://devpost.com/software/gopic-for-agents,S1R,8,8,8,7,31,0.84,UNVERIFIED,,screenshots/gopic-for-agents.png
1285,grid-spreadsheets-with-your-agent,Grid — Spreadsheets with your agent,https://devpost.com/software/grid-spreadsheets-with-your-agent,S1R,8,8,8,7,31,0.86,UNVERIFIED,,screenshots/grid-spreadsheets-with-your-agent.png
1286,here4homes-uk-smart-job-brief,Here4Homes.uk Smart Job Brief,https://devpost.com/software/here4homes-uk-smart-job-brief,S1,8.0,8.0,8.0,7.0,31.0,0.825,UNVERIFIED,,screenshots/here4homes-uk-smart-job-brief.png
1287,hi-audit-triage-room,Hi AUDIT Triage Room,https://devpost.com/software/hi-audit-triage-room,S1R,8,8,8,7,31,0.79,UNVERIFIED,,screenshots/hi-audit-triage-room.png
1288,howtopc,HowToPC,https://devpost.com/software/howtopc,S1R,8,8,8,7,31,0.75,UNVERIFIED,,screenshots/howtopc.png
1289,hustl-cyebiu,Hustl,https://devpost.com/software/hustl-cyebiu,S1R,8,8,8,7,31,0.8,UNVERIFIED,,screenshots/hustl-cyebiu.png
1290,ikuyo,Ikuyo: Plan Your Next Adventure!,https://devpost.com/software/ikuyo,S1R,8,8,8,7,31,0.78,UNVERIFIED,,screenshots/ikuyo.png
1291,inference-chip-index,Inference Chip Index,https://devpost.com/software/inference-chip-index,S1R,8,8,8,7,31,0.83,UNVERIFIED,,screenshots/inference-chip-index.png
1292,kepler-gl-webmcp,kepler.gl webMCP,https://devpost.com/software/kepler-gl-webmcp,S1R,8,8,8,7,31,0.83,UNVERIFIED,,screenshots/kepler-gl-webmcp.png
1293,laxfinder,LaxFinder,https://devpost.com/software/laxfinder,S1R,8,8,8,7,31,0.86,UNVERIFIED,,screenshots/laxfinder.png
1294,listingpilot,ListingPilot,https://devpost.com/software/listingpilot,S1R,8,8,8,7,31,0.86,UNVERIFIED,,screenshots/listingpilot.png
1295,lyrashield-ai-webmcp-assurance,Lyrashield AI — WebMCP Assurance tool,https://devpost.com/software/lyrashield-ai-webmcp-assurance,S1R,8,8,8,7,31,0.78,UNVERIFIED,,screenshots/lyrashield-ai-webmcp-assurance.png
1296,mac-inventory-workbench,MAC Inventory Workbench,https://devpost.com/software/mac-inventory-workbench,S1R,8,8,8,7,31,0.86,UNVERIFIED,,screenshots/mac-inventory-workbench.png
1297,merchant-stock-rescue,Merchant Stock Rescue,https://devpost.com/software/merchant-stock-rescue,S1R,8,8,8,7,31,0.82,UNVERIFIED,,screenshots/merchant-stock-rescue.png
1298,murph-food-lab,Murph Food Lab,https://devpost.com/software/murph-food-lab,S1R,8,8,8,7,31,0.82,UNVERIFIED,,screenshots/murph-food-lab.png
1299,netawatch-jqwxtc,NetaWatch,https://devpost.com/software/netawatch-jqwxtc,S2,8.0,8.0,8.0,7.0,31.0,0.84,VERIFIED_RUNTIME,,screenshots/netawatch-jqwxtc.png
1300,openroom,OpenRoom,https://devpost.com/software/openroom,S1R,8,8,8,7,31,0.85,UNVERIFIED,,screenshots/openroom.png
1301,pantrypilot-udzi4y,PantryPilot,https://devpost.com/software/pantrypilot-udzi4y,S1R,8,8,8,7,31,0.82,UNVERIFIED,,screenshots/pantrypilot-udzi4y.png
1302,planonit,PlanOnIt,https://devpost.com/software/planonit,S1R,8,8,8,7,31,0.8,UNVERIFIED,,screenshots/planonit.png
1303,polkaswap-5pcxgy,Polkaswap,https://devpost.com/software/polkaswap-5pcxgy,S1R,8,8,8,7,31,0.83,UNVERIFIED,,screenshots/polkaswap-5pcxgy.png
1304,poll-5v48ys,Poll,https://devpost.com/software/poll-5v48ys,S1R,8,8,8,7,31,0.82,UNVERIFIED,,screenshots/poll-5v48ys.png
1305,praxaapp,Praxa,https://devpost.com/software/praxaapp,S1R,8,8,8,7,31,0.81,UNVERIFIED,,screenshots/praxaapp.png
1306,prepwise-lite,PrepWise Lite,https://devpost.com/software/prepwise-lite,S1R,8,8,8,7,31,0.79,UNVERIFIED,,screenshots/prepwise-lite.png
1307,protocolos,ProtocolOS,https://devpost.com/software/protocolos,S1R,8,8,8,7,31,0.81,UNVERIFIED,,screenshots/protocolos.png
1308,qianshou,Qianshou,https://devpost.com/software/qianshou,S1R,8,8,8,7,31,0.8,UNVERIFIED,,screenshots/qianshou.png
1309,relayplan,Relay,https://devpost.com/software/relayplan,S2,8.0,8.0,8.0,7.0,31.0,0.835,VERIFIED_RUNTIME,,screenshots/relayplan.png
1310,returnready,ReturnReady,https://devpost.com/software/returnready,S1R,8,8,8,7,31,0.72,UNVERIFIED,,screenshots/returnready.png
1311,returns-desk,Returns Desk,https://devpost.com/software/returns-desk,S1R,8,8,8,7,31,0.86,UNVERIFIED,,screenshots/returns-desk.png
1312,rundown-agentic-dashboard-builder,Rundown - agentic dashboard builder,https://devpost.com/software/rundown-agentic-dashboard-builder,S1R,8,8,8,7,31,0.79,UNVERIFIED,,screenshots/rundown-agentic-dashboard-builder.png
1313,shipaso,ShipASO,https://devpost.com/software/shipaso,S1R,8,8,8,7,31,0.8,UNVERIFIED,,screenshots/shipaso.png
1314,simple-post,Simple Post,https://devpost.com/software/simple-post,S2,8.0,8.0,8.0,7.0,31.0,0.845,VERIFIED_RUNTIME,,screenshots/simple-post.png
1315,sitescope-fj58mc,SiteScope,https://devpost.com/software/sitescope-fj58mc,S1R,8,8,8,7,31,0.84,UNVERIFIED,,screenshots/sitescope-fj58mc.png
1316,skyringai-webmcp,SkyRingAI-WebMCP,https://devpost.com/software/skyringai-webmcp,S1R,8,8,8,7,31,0.83,UNVERIFIED,,screenshots/skyringai-webmcp.png
1317,stagedops,StagedOps,https://devpost.com/software/stagedops,S1R,8,8,8,7,31,0.8,UNVERIFIED,,screenshots/stagedops.png
1318,stock-screener-3qx8yh,MarketPane,https://devpost.com/software/stock-screener-3qx8yh,S1R,8,8,8,7,31,0.79,UNVERIFIED,,screenshots/stock-screener-3qx8yh.png
1319,tagtitan-listing-studio,TagTitan Listing Studio,https://devpost.com/software/tagtitan-listing-studio,S1R,8,8,8,7,31,0.83,UNVERIFIED,,screenshots/tagtitan-listing-studio.png
1320,termwise,Termwise,https://devpost.com/software/termwise,S1R,8,8,8,7,31,0.82,UNVERIFIED,,screenshots/termwise.png
1321,the-pass-tr82wq,The Pass,https://devpost.com/software/the-pass-tr82wq,S1R,8,8,8,7,31,0.82,UNVERIFIED,,screenshots/the-pass-tr82wq.png
1322,thermalmesh-lab,ThermalMesh Lab,https://devpost.com/software/thermalmesh-lab,S1R,8,8,8,7,31,0.82,UNVERIFIED,,screenshots/thermalmesh-lab.png
1323,threatcanvas,Outpost,https://devpost.com/software/threatcanvas,S1R,8,8,8,7,31,0.84,UNVERIFIED,,screenshots/threatcanvas.png
1324,tickadoo-book-a-west-end-night-with-your-agent,tickadoo — book a West End night with your agent,https://devpost.com/software/tickadoo-book-a-west-end-night-with-your-agent,S1R,8,8,8,7,31,0.86,UNVERIFIED,,screenshots/tickadoo-book-a-west-end-night-with-your-agent.png
1325,toban,Toban,https://devpost.com/software/toban,S1R,8,8,8,7,31,0.86,UNVERIFIED,,screenshots/toban.png
1326,ukebaco-file-requests-your-agent-can-open-and-answer,Ukebaco — file requests your agent can open and answer,https://devpost.com/software/ukebaco-file-requests-your-agent-can-open-and-answer,S1R,8,8,8,7,31,0.82,UNVERIFIED,,screenshots/ukebaco-file-requests-your-agent-can-open-and-answer.png
1327,webmcp-05b3k7,WebMCP Catalog Bridge,https://devpost.com/software/webmcp-05b3k7,S1R,8,8,8,7,31,0.8,UNVERIFIED,,screenshots/webmcp-05b3k7.png
1328,webmcp-btw3nd,PantryPilot,https://devpost.com/software/webmcp-btw3nd,S1R,8,8,8,7,31,0.84,UNVERIFIED,,screenshots/webmcp-btw3nd.png
1329,yallaqueue-agent-desk,YallaQueue Agent Desk,https://devpost.com/software/yallaqueue-agent-desk,S1R,8,8,8,7,31,0.84,UNVERIFIED,,screenshots/yallaqueue-agent-desk.png
1330,forge-ai-gap69o,Forge Ai,https://devpost.com/software/forge-ai-gap69o,S2,8.0,8.0,7.5,7.5,31.0,0.88,VERIFIED_RUNTIME,,screenshots/forge-ai-gap69o.png
1331,ghost-operator-c3kswf,Ghost Operator,https://devpost.com/software/ghost-operator-c3kswf,S2,8.0,8.0,7.5,7.5,31.0,0.895,VERIFIED_RUNTIME,,screenshots/ghost-operator-c3kswf.png
1332,adgate-for-webmcp,AdGate,https://devpost.com/software/adgate-for-webmcp,S1R,8,8,7,8,31,0.8,UNVERIFIED,,screenshots/adgate-for-webmcp.png
1333,aethersketch-architecture-copilot,AetherSketch: Architecture Copilot,https://devpost.com/software/aethersketch-architecture-copilot,S1R,8,8,7,8,31,0.77,UNVERIFIED,,screenshots/aethersketch-architecture-copilot.png
1334,agentcut-webmcp-image-video-editor,AgentCut : WebMCP Image & Video Editor,https://devpost.com/software/agentcut-webmcp-image-video-editor,S1R,8,8,7,8,31,0.81,UNVERIFIED,,screenshots/agentcut-webmcp-image-video-editor.png
1335,buildbrief-studio-9q7fem,BuildBrief Studio,https://devpost.com/software/buildbrief-studio-9q7fem,S1R,8,8,7,8,31,0.8,UNVERIFIED,,screenshots/buildbrief-studio-9q7fem.png
1336,capspace-pro,CapSpace Pro,https://devpost.com/software/capspace-pro,S1R,8,8,7,8,31,0.78,UNVERIFIED,,screenshots/capspace-pro.png
1337,citydefense-fork-the-future,CityDefense: Fork the Future,https://devpost.com/software/citydefense-fork-the-future,S1R,8,8,7,8,31,0.83,UNVERIFIED,,screenshots/citydefense-fork-the-future.png
1338,contextkraft-loop,ContextKraft Loop,https://devpost.com/software/contextkraft-loop,S1R,8,8,7,8,31,0.8,UNVERIFIED,,screenshots/contextkraft-loop.png
1339,crystal-ui,Crystal UI,https://devpost.com/software/crystal-ui,S1R,8,8,7,8,31,0.81,UNVERIFIED,,screenshots/crystal-ui.png
1340,dungeon-crawl-n0o5rb,Dungeon Crawl,https://devpost.com/software/dungeon-crawl-n0o5rb,S1R,8,8,7,8,31,0.75,UNVERIFIED,,screenshots/dungeon-crawl-n0o5rb.png
1341,label-loop,EpochX,https://devpost.com/software/label-loop,S1R,8,8,7,8,31,0.8,UNVERIFIED,,screenshots/label-loop.png
1342,leia-atjqod,Leia,https://devpost.com/software/leia-atjqod,S1R,8,8,7,8,31,0.8,UNVERIFIED,,screenshots/leia-atjqod.png
1343,mcpixels,MCPixels,https://devpost.com/software/mcpixels,S1R,8,8,7,8,31,0.82,UNVERIFIED,,screenshots/mcpixels.png
1344,minecraft-builder,Draw_generatoe (Codex draws on canvas),https://devpost.com/software/minecraft-builder,S1R,8,8,7,8,31,0.87,UNVERIFIED,,screenshots/minecraft-builder.png
1345,mission-control-shield-wall,Mission Control: Shield Wall,https://devpost.com/software/mission-control-shield-wall,S2,8.0,8.0,7.0,8.0,31.0,0.865,VERIFIED_RUNTIME,,screenshots/mission-control-shield-wall.png
1346,patchwork-webmcp-challenge,Patchwork - WebMCP Challenge,https://devpost.com/software/patchwork-webmcp-challenge,S1R,8,8,7,8,31,0.82,UNVERIFIED,,screenshots/patchwork-webmcp-challenge.png
